long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"114.269666, 30.595272",x,x,1,The,Netherlands Trade Promotion Council (Hubei),荷兰贸易促进委员会,Hubei Department of Agriculture and Rural Affairs (formerly Hubei Department of Agriculture),湖北省商务厅,The Netherlands,"Technology, Trade",业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流,Hubei,2017-10-31,Hubei,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,湖北省武汉市 建设大道568号新世界国贸大厦1306室,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,1,湖北省,2018-04-04,unknown,
"118.783963, 32.061145",x,x,1,The,Netherlands Trade Promotion Council (Jiangsu),荷兰贸易促进委员会,Jiangsu Department of Commerce,江苏省商务厅,The Netherlands,Trade,业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流,Jiangsu,2017-12-29,Jiangsu,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,江苏省南京市鼓楼区 中央路1号南京绿地洲际酒店47层4701室,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,江苏省,,,
"117.001333, 36.621445",x,x,1,The,"Netherlands Trade Promotion Council (Jinan, Shandong)",荷兰贸易促进委员会济南代表处,Shandong Commission of Commerce,山东省商务厅,The Netherlands,"Technology, Trade",业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流,Shandong,2017-11-08,Shandong,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,山东省济南市市中区 二环南路鲁能国际中心102室,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,山东省,,,
"121.645774, 38.923850",x,x,1,The,Netherlands Trade Promotion Council (Liaoning),荷兰贸易促进委员会,Liaoning Department of Commerce,辽宁省商务厅,The Netherlands,Trade,业务联络、产品介绍、市场调查、政策咨询、人才培训、技术交流。 协助荷兰企业和企业家在华开展经贸活动、为中国企业和商业组织投资荷兰提供相关信息,Liaoning,2018-05-22,Liaoning,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,辽宁省大连市中山区 同兴街25号世贸大厦4910室,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,辽宁省,,,
"120.381806, 36.064265",x,x,1,The,"Netherlands Trade Promotion Council (Qingdao, Shandong)",荷兰贸易促进委员会青岛代表处,Shandong Commission of Commerce,山东省商务厅,The Netherlands,"Technology, Trade",业务联络、产品介绍、市场调研、政策咨询、人才培训、技术交流。,Shandong,2017-11-08,Shandong,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,山东省青岛市市南区 香港中路10号颐和国际A2505,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,山东省,2018-04-03,unknown,
"104.066915, 30.656388",x,x,1,The,Netherlands Trade Promotion Council (Sichuan),荷兰贸易促进委员会,Sichuan Department of Commerce,四川省商务厅,The Netherlands,Trade,促进中荷两国贸易及经贸往来,Sichuan,2017-12-28,Sichuan,,https://www.niyuhelan.nl/%E4%BD%A0%E4%B8%8E%E8%8D%B7%E5%85%B0/%E4%B8%AD%E5%9B%BD/%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC/%E8%8D%B7%E5%85%B0%E8%B4%B8%E6%98%93%E4%BF%83%E8%BF%9B%E5%A7%94%E5%91%98%E4%BC%9A---%E5%85%B3%E4%BA%8E%E6%88%91%E4%BB%AC,四川省成都市锦江区 东御街18号百扬大厦2204,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,四川省,,,
"116.448349, 39.923569",x,x,,,New Hope Foundation,新希望基金会,Ministry of Civil Affairs,民政部,Hong Kong,"Disaster Relief, Health, Youth",为国内福利院的孤残儿童提供助养、助医、康复、重症监护和员工培训等慈善服务。,Beijing,2017-01-23,China,http://hopefosterhome.com/,http://hopefosterhome.com/cn/,北京市朝阳区朝外大街甲6号1座401-4层-062号,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国,,,
"123.383322, 41.827159",x,x,,,New Zealand China International Trade Association Inc.,新西兰中国国际贸易促进委员会,Liaoning Department of Commerce,辽宁省商务厅,New Zealand,Trade,接待新西兰高层次经贸代表团来访，组织辽宁的经贸代表团出访；开展同新西兰经济贸易界、商协会和其他经贸团体以及有关国际组织的联络工作；新西兰特色产品展示介绍；提供信息共享业务和咨询培训服务，使新中各界人士和企业谋求更多的商机合作；定期举办“新西兰投资贸易推介会”活动。,Liaoning,2017-05-22,Liaoning,http://www.nzcita.org/en/,http://www.nzcita.org/cn/,辽宁省沈阳市皇姑区昆山西路90号,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,辽宁省,,,
"114.621877, 32.945129",x,x,,,Next-Town Foundation,下一城基金会,Henan Department of Education,河南省教育厅,United States,"Education, Poverty Alleviation, Rural Issues/Development, Youth",贫困儿童教育助学 宗旨：给贫困儿童接受平等教育的机会，帮助中国乡村孩子完成教育梦，将来成为对中国有用的人才,Henan,2019-07-05,Henan,N/A,N/A,河南省驻马店市平舆县清河大道中段东侧永丰明珠35-36,31,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,1,河南省,,,
"116.438013, 39.907977",x,x,,,Niigata City Industrial Revitalization Financial Group,公益财团法人新潟市产业振兴财团,Beijing Commission of Commerce,北京市商务委员会,Japan,Trade,从事促进中日两国经济交流等方面的联络工作。,Beijing,2017-11-16,China,,,北京市朝阳区 建国门外大街26号2号楼2层2014室,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.635796, 38.920808",x,x,,,Niigata Industrial Creation Organization,日本公益财团法人新潟产业创造机构,Liaoning Department of Commerce,辽宁省商务厅 ,Japan,"International Relations/Exchange, Tourism, Trade",1.促进新潟县企业与中国企业开展经济交流2.协助新潟县企业在中国开展业务3.促进新潟机场和港口物流的发展4.新潟县旅游宣传和推广5.协助新潟县开展与中国地方政府间的友好交流。,Liaoning,2018-02-01,"Anhui, Beijing, Chongqing, Fujian, Gansu, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Heilongjiang, Henan, Hubei, Hunan, Inner Mongolia, Jiangsu, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanghai, Shanxi, Sichuan, Tianjin, Tibet, Yunnan, Zhejiang",,,辽宁省大连市中山区 胜利广场18号九州国际大酒店2109室,14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,3,30,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区",2018-04-11,address,
"91.123986, 29.655632",x,x,,,Nima - Social Projects in Tibet,尼玛协会,Sichuan Health Commission (formerly Sichuan Health and Family Planning Commission),西藏自治区卫计委,Germany,"Ethnic Affairs, Health",1、藏医藏药的应用 2、提高健康教育水平 3、藏药材知识的应用 4、大骨节病的防治,Tibet,2017-06-06,Tibet,http://www.nima-tibet.com/html/pages/en.htm,,西藏自治区拉萨市城关区 娘热路4号 西藏红十字会培训中心,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,西藏自治区,,,
"112.893143, 28.214447",x,x,,,Nordic Sustainable Development Association,北欧可持续发展协会,Hunan Department of Science and Technology,科技厅,Sweden,"Economic Development, Environment",推进北欧和中国之间在可持续发展及环境技术领域方面的合作。将通过教育，培训，研讨会，科技考察以及开发和支持沟通合作与商业对接等方式，实现协会的工作目标,Hunan,2018-10-25,Hunan,,,湖南省长沙市岳麓区 麓谷大道662号高新区国际商各平台008室,22,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,湖南省,,,
"120.173291, 30.187699",x,x,,,North American Chinese Society of Automotive Engineers,北美华人汽车工程师协会,Zhejiang Department of Science and Technology,浙江省科技厅,United States,"Education, International Relations/Exchange, Technology",科技创新发展及成果推广，基础性科学人才再培养，科学技术交流与合作。,Zhejiang,2018-02-12,China,http://nacsae.org/en/index.aspx,http://nacsae.org/cn/index.aspx,浙江省杭州市滨江区 长河街道信诚路572号A520,14,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,中国境内,,,
"121.399779, 31.20227",x,x,,,North Chungcheong Enterprise Revitalization Institute,韩国财团法人忠清北道企业振兴院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两国间的经贸往来进行业务联络。,Shanghai,2018-01-12,China,,,上海市长宁区 延安西路2299号11C49、11C51、11C53,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.485635, 39.994553",x,x,1,,North Gyeongsang Economic Revitalization Institute (Beijing),韩国（财）庆尚北道经济振兴院,Beijing Commission of Commerce,北京市商务委员会,South Korea,Trade,有关投资、贸易环境、产业政策及与中小企业相关的信息收集、调研及业务联络。,Beijing,2018-05-21,"Beijing, Heilongjiang",,,北京市朝阳区 望京东园四区13号楼-4至33层101内29层2903室,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,2,"北京市,黑龙江省",,,
"121.399886, 31.202518",x,x,1,,North Gyeongsang Economic Revitalization Institute (Shanghai),韩国（财）庆尚北道经济振兴院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间贸易往来进行业务联络	,Shanghai,2018-01-12,China,,,上海市长宁区延安西路2299号03A07、03A09、03A11室,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"121.40196, 31.201781",x,x,,,North Jeolla Province Economic and Trade Relations Revitalization Institute,韩国（财）全罗北道经济通商振兴院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,从事有关贸易和投资方面的信息交流、市场调研、为促进两地经贸往来业务联络。,Shanghai,2017-12-08,China,,,上海市长宁区 延安西路2299号世贸商城11A63、11A65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"125.31954, 43.892278",x,x,,,North Korea International Trade Promotion Council (Jilin),朝鲜国际贸易促进委员会,Jilin Department of Commerce,吉林省商务厅,North Korea,Trade,根据1995年2月17日朝鲜国际贸易促进委员会与中国吉林省人民政府签订的《关于朝鲜与中国吉林省之间发展经济贸易合作的协议书》规定，开展促进朝鲜和吉林省之间发展经济贸易及组织产品展览会等活动。,Jilin,2018-04-03,Jilin,,,吉林省长春市朝阳区 八达公司宿舍楼3单元402室,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,吉林省,,,
"121.663724, 38.923775",x,x,,,North Korea International Trade Promotion Council (Liaoning),朝鲜民主主义人民共和国国际贸易促进委员会,Liaoning Department of Commerce,辽宁省商务厅,North Korea,Trade,通过与辽宁省内各商会及相关贸易公司、企业进行业务联络和交流，促进朝鲜与辽宁省之间的经济贸易合作,Liaoning,2019-04-11,Liaoning,N/A,N/A,辽宁省大连市中山区 丹东路清华园22号楼14-1室,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,辽宁省,,,
"102.703867, 25.024725",x,x,,,Norwegian Mission Alliance,协力会,Yunnan Health Commission (formerly Yunnan Health and Family Planning Commission),云南省卫生健康委员会,Norway,"Civil Society Capacity-Building, Disabilities, Health",开展基层卫生健康、残障人社区康复及社区发展方面的合作。,Yunnan,2019-04-04,Yunnan,N/A,N/A,云南省昆明市西山区 西昌路中央丽城2期2栋2单元,28,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,1,云南省,,,
"116.460445, 39.953187",x,x,,,Okinawa Industrial Revitalization Commune (Beijing),公益财团法人冲绳县产业振兴公社,Beijing Commission of Commerce,北京市商务委员会,Japan,Trade,推动同中国的经贸交流，从事有关在华的信息交流，市场调研，进行有关业务联络。,Beijing,2018-03-20,"Beijing, Gansu, Hebei, Heilongjiang, Henan, Inner Mongolia, Liaoning, Ningxia, Qinghai, Shaanxi, Shanxi, Tianjin, Tibet, Xinjiang",,,北京市朝阳区 东三环北路3号幸福大厦B座619室,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,1,1,,,1,,,,1,1,1,1,,,1,,1,1,1,,,,,1,14,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,河南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
"119.29552, 26.09897",x,x,1,,Okinawa Industrial Revitalization Commune (Fujian),日本公益财团法人冲绳县产业振兴公社,Fujian People’s Government Office of Foreign Affairs,福建省人民政府外事办公室,Japan,"Arts and Culture, International Relations/Exchange, Trade",从事有关在华贸易和投资方面的信息交流，市场调研等促进两地间的经贸往来，文化交流等的非营利性联络业务。,Fujian,2017-09-12,Fujian,,,福州市鼓楼区华林路97号,9,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,福建省,,,
"121.48243, 31.235975",x,x,1,,Okinawa Industrial Revitalization Commune (Shanghai),日本公益财团法人冲绳县产业振兴公社,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-09-18,"Chongqing, Fujian, Jiangsu, Shandong, Shanghai, Sichuan, Zhejiang",,,上海市黄浦区 九江路399号华盛大厦1603B室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,1,,1,7,"上海市,江苏省,浙江省,福建省,山东省,重庆市,四川省",,,
"102.71734, 24.990532",x,x,,,Operation Smile,微笑行动组织,Yunnan Health Commission (formerly Yunnan Health and Family Planning Commission),云南省卫生与计划生育委员会,United States,Health,卫生领域项目合作，包括但不限于为贫困人口及家庭提供专业的医疗服务，为医护专业人士提供教育与培训。,Yunnan,2017-07-27,China,http://www.operationsmile.org/,,云南省昆明市西山区望江路同德锦江嘉园9栋2单元301室,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,"Virginia Beach, VA"
"116.43319, 39.921544",x,x,,,Orbis International (Beijing),国际奥比斯,Beijing Health Commission (formerly Beijing Health and Family Planning Commission),北京市卫生和计划生育委员会,United States,Health,在北京市卫计委的指导下，进行眼科领域医疗人员培训与咨询项目、研究眼病发病机理与防治、推广宣传优质眼科服务与眼病防治知识。与合作伙伴医院，社区、政府和非政府机构合作推广高质量、可负担、可持续的眼健康医疗服务，开展预防和治疗可避免的盲疾和眼疾的培训，咨询，宣传和倡导工作。,Beijing,2018-02-05,Beijing,https://www.orbis.org/en,https://chn.orbis.org/zh-hans,北京市东城区 小牌坊胡同甲7号银河SOHO-D座50636室,14,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,北京市,,,
"121.466120, 31.231598",x,x,,,Orbis International (Shanghai),国际奥比斯,Shanghai Health Commission (formerly Shanghai Health and Family Planning Commission),上海市卫生健康委员会,United States,"Health, Poverty Alleviation",资助眼科领域医护人员的培训及学术交流，资助开展基层眼科服务能力建设，资助眼病发病机理与防治方面的研究，资助眼病患者救助及开展眼病防治科普宣传活动。,Shanghai,2019-07-26,Shanghai,https://www.orbis.org/en,https://chn.orbis.org/zh-hans,上海市静安区 上海南京西路580号仲益大厦4116室,31,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,上海市,,,
"105.667583, 38.834542",x,x,,The,"Organization for Industrial, Spiritual, and Cultural Advancement-International",公益财团法人奥伊斯嘉,Inner Mongolia Forestry and Grassland Administration (formerly Inner Mongolia Forestry Administration),内蒙古自治区林业厅,Japan,"Environment, International Relations/Exchange",植树造林、绿化和环保的研究、绿化培训、国际交流,Inner Mongolia,2018-04-18,"Beijing, Gansu, Inner Mongolia, Ningxia, Qinghai, Shandong, Xinjiang",http://www.oisca-international.org/,,内蒙古自治区阿拉善盟阿拉善左旗巴彦浩特镇西城区府南街A-808,16,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,1,1,,1,,,,,,1,,,,,2,7,"北京市,山西省,内蒙古自治区,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
